 maxtemp,dewp,meanrh,meantemp,mintemp,rain
34.6571428571,25.1428571429,75.5714285714,30.2428571429,26.7428571429,0.0
35.4142857143,23.5571428571,68.8571428571,30.2571428571,26.7285714286,1.85714285714
35.9285714286,24.4571428571,70.8571428571,30.5,26.7142857143,5.08571428571
34.6571428571,24.0285714286,73.7142857143,29.6285714286,25.6285714286,1.44285714286
35.2571428571,24.4857142857,73.2857142857,30.4714285714,27.0428571429,3.44285714286
36.5857142857,25.5857142857,69.4285714286,32.0,28.2285714286,1.85714285714
37.3142857143,25.0428571429,67.8571428571,32.3857142857,27.9857142857,3.28571428571
36.1714285714,25.2285714286,70.4285714286,31.4428571429,28.1,1.55714285714
35.8571428571,24.6142857143,70.4285714286,30.9285714286,26.9285714286,0.3
35.0,24.2714285714,75.2857142857,29.7714285714,25.9714285714,8.85714285714
35.1428571429,24.9857142857,71.2857142857,30.9,27.8571428571,0.0285714285714
34.3571428571,25.1714285714,77.8571428571,29.8428571429,26.7428571429,6.7
34.5,24.8428571429,74.1428571429,30.0857142857,27.0714285714,3.12857142857
33.9,24.2428571429,72.8571428571,29.7857142857,26.7285714286,3.1
33.9714285714,24.0142857143,71.1428571429,29.9142857143,26.5,0.0714285714286
33.9,24.3142857143,73.5714285714,29.6285714286,26.5857142857,6.12857142857
34.2,24.5714285714,76.1428571429,29.5,26.1571428571,2.78571428571
32.7428571429,24.9,81.2857142857,28.6428571429,25.8142857143,7.42857142857
33.7142857143,24.4571428571,76.8571428571,29.1428571429,25.7142857143,3.94285714286
32.9,24.3571428571,79.0,28.6,25.8714285714,9.04285714286
33.3142857143,23.8857142857,73.8571428571,29.2285714286,26.1285714286,0.228571428571
33.3571428571,23.9714285714,75.5714285714,28.8285714286,25.9714285714,5.78571428571
33.6142857143,24.1857142857,81.1428571429,28.1857142857,25.0857142857,14.5285714286
34.1428571429,24.4285714286,75.5714285714,29.4142857143,25.7,0.971428571429
32.9714285714,24.4428571429,78.1428571429,28.6571428571,25.9,4.9
32.0428571429,24.0285714286,80.0,28.1285714286,25.5571428571,10.6428571429
33.1857142857,24.4571428571,80.0,28.6,25.6142857143,21.0571428571
32.9571428571,24.8142857143,83.5714285714,28.0571428571,25.1285714286,11.3142857143
32.7571428571,24.7714285714,83.5714285714,28.0142857143,24.7714285714,21.6714285714
33.2142857143,24.8428571429,81.8571428571,28.5142857143,25.2714285714,20.9857142857
32.2571428571,24.7857142857,84.8571428571,27.7857142857,24.5857142857,7.78571428571
33.5,24.2428571429,77.1428571429,28.9428571429,25.1714285714,1.72857142857
34.4714285714,23.6857142857,71.8571428571,29.7428571429,25.7571428571,1.08571428571
33.3,24.0571428571,76.4285714286,29.0142857143,25.5,0.628571428571
34.6571428571,24.8714285714,78.2857142857,29.4428571429,25.4428571429,1.77142857143
33.2857142857,24.5428571429,78.8571428571,28.7142857143,25.4142857143,2.92857142857
32.9571428571,24.6857142857,80.4285714286,28.4714285714,25.6428571429,8.18571428571
32.2285714286,24.5571428571,84.4285714286,27.8,24.5428571429,5.4
33.2,24.4857142857,80.2857142857,28.4714285714,24.9714285714,0.0285714285714
33.6428571429,23.3,70.8571428571,29.2,25.4571428571,0.0
34.2428571429,22.6428571429,65.4285714286,29.9571428571,25.6,0.0
32.5571428571,20.1571428571,61.5714285714,28.4,24.2571428571,0.0
32.2428571429,19.0857142857,64.4285714286,26.8,21.4857142857,0.0
33.8857142857,21.3571428571,70.4285714286,27.8285714286,23.0714285714,0.185714285714
32.6,18.6714285714,62.4285714286,27.0285714286,21.6285714286,0.0
32.6285714286,23.6571428571,78.4285714286,28.0142857143,24.5142857143,10.7428571429
32.4,22.3428571429,72.4285714286,27.9714285714,24.4571428571,0.2
33.4857142857,24.5571428571,76.7142857143,29.2571428571,25.9,0.0714285714286
34.4,23.4428571429,71.5714285714,29.5428571429,25.5285714286,0.0571428571429
34.0428571429,22.2,66.1428571429,29.6142857143,25.8428571429,0.0
33.2428571429,24.5142857143,77.0,29.2285714286,26.5571428571,0.942857142857
33.9285714286,23.0714285714,71.7142857143,29.0142857143,24.6428571429,2.14285714286
34.8,24.8857142857,75.1428571429,30.0142857143,26.6571428571,0.414285714286
35.3857142857,25.0428571429,73.7142857143,30.5714285714,27.0571428571,0.7
36.5,25.1714285714,71.2857142857,31.4142857143,27.9,0.0
36.8428571429,24.6571428571,68.5714285714,31.5714285714,27.3714285714,0.0
34.6285714286,24.7,75.5714285714,29.8428571429,26.7,12.2571428571
34.9285714286,24.8142857143,74.1428571429,30.2714285714,26.3428571429,0.128571428571
35.0142857143,25.3714285714,74.1428571429,30.8142857143,27.5285714286,1.88571428571
36.3857142857,25.0428571429,69.7142857143,31.5714285714,28.2,2.32857142857
36.3571428571,25.7,71.4285714286,31.7857142857,28.3857142857,0.214285714286
36.8428571429,25.4428571429,71.1428571429,31.7142857143,27.9714285714,3.38571428571
35.0285714286,24.9857142857,75.7142857143,30.0857142857,26.5,8.17142857143
35.1,24.9142857143,75.1428571429,30.1714285714,26.5428571429,5.32857142857
34.1714285714,25.2857142857,79.5714285714,29.4714285714,26.0142857143,12.1
33.5142857143,25.1285714286,80.8571428571,28.9571428571,25.9285714286,6.07142857143
33.5571428571,25.2285714286,78.4285714286,29.5857142857,26.9428571429,2.51428571429
34.4428571429,24.5285714286,75.8571428571,29.5714285714,26.2,5.4
33.5142857143,24.8571428571,77.8571428571,29.3714285714,26.2,8.32857142857
33.2,24.2,77.7142857143,28.7571428571,25.5714285714,4.18571428571
32.9,23.7285714286,74.8571428571,28.7857142857,26.0714285714,1.82857142857
32.1,24.7285714286,82.0,28.2857142857,25.7428571429,10.0714285714
33.0428571429,24.3571428571,78.8571428571,28.6,25.6428571429,3.01428571429
34.2285714286,24.8571428571,78.4285714286,29.2571428571,25.9571428571,12.0857142857
33.4571428571,24.1571428571,75.8571428571,29.0571428571,25.4,1.51428571429
33.0142857143,24.1714285714,78.1428571429,28.5857142857,26.0,6.9
34.2714285714,24.8857142857,77.8571428571,29.3428571429,25.9,11.1142857143
33.6,24.6285714286,78.4285714286,29.0285714286,26.1,2.48571428571
31.7428571429,25.0142857143,84.4285714286,28.0428571429,25.0857142857,14.8857142857
31.0285714286,24.4428571429,84.8571428571,27.4,24.8714285714,11.4857142857
32.9428571429,24.4857142857,79.5714285714,28.6142857143,25.4714285714,9.17142857143
31.4571428571,24.3,83.1428571429,27.5857142857,24.6142857143,14.7714285714
33.2428571429,24.4,78.4285714286,28.8571428571,25.3857142857,0.228571428571
31.3285714286,24.5142857143,83.0,27.9,24.9571428571,14.2285714286
32.9714285714,23.1285714286,72.1428571429,28.9142857143,25.3,6.15714285714
33.9428571429,23.1,70.7142857143,29.4571428571,25.0142857143,0.0
32.6857142857,22.9285714286,73.8571428571,28.4857142857,24.9142857143,4.6
31.9714285714,23.7,78.2857142857,28.0428571429,24.9714285714,11.6285714286
31.8714285714,22.8285714286,74.0,28.0714285714,24.7142857143,0.271428571429
31.5428571429,21.4142857143,70.8571428571,27.4,23.7,0.0571428571429
30.7571428571,18.5285714286,66.2857142857,25.6714285714,20.9142857143,0.0
32.5285714286,21.6142857143,72.1428571429,27.4428571429,22.9857142857,0.1
27.8857142857,15.7428571429,64.1428571429,23.1571428571,18.7428571429,0.0
28.5857142857,15.3857142857,63.7142857143,23.0,18.1571428571,0.0
32.5142857143,19.3571428571,71.8571428571,25.3571428571,19.5285714286,0.0
32.1142857143,19.3857142857,66.1428571429,26.7142857143,21.7714285714,0.0
28.6428571429,14.3142857143,57.4285714286,23.5428571429,18.4857142857,0.0
30.3714285714,14.9428571429,62.2857142857,23.3857142857,17.2714285714,0.0
33.0714285714,20.7142857143,71.8571428571,26.9571428571,21.5142857143,0.0
32.9142857143,22.4428571429,75.2857142857,27.5857142857,23.7,0.0571428571429
33.1714285714,23.0857142857,75.0,28.2285714286,25.0285714286,0.271428571429
32.0857142857,22.0428571429,73.5714285714,27.4428571429,23.7428571429,0.0
33.1142857143,23.6428571429,77.0,28.3142857143,24.7571428571,0.0
33.7142857143,23.8,74.5714285714,29.0285714286,25.7857142857,0.0
35.1,24.5714285714,73.2857142857,30.1,26.6285714286,0.0
34.4,24.6571428571,75.2857142857,29.8571428571,26.5857142857,0.528571428571
35.7428571429,25.1,73.4285714286,30.7428571429,27.4285714286,0.0
36.6857142857,24.5285714286,71.1428571429,30.7571428571,27.1142857143,0.0
36.5857142857,24.8285714286,71.0,31.0,27.3142857143,0.142857142857
37.3285714286,25.3571428571,69.5714285714,31.9571428571,28.1285714286,0.0
36.8571428571,25.8714285714,71.2857142857,31.9857142857,28.6714285714,0.0
36.1,25.6571428571,75.4285714286,30.7428571429,27.6,7.51428571429
36.2142857143,25.2571428571,72.2857142857,31.2285714286,26.9571428571,4.74285714286
36.0714285714,24.9857142857,68.7142857143,31.7714285714,28.2285714286,0.0
37.1714285714,25.4428571429,69.5714285714,32.0,28.0428571429,1.98571428571
36.4857142857,25.6857142857,72.1428571429,31.6428571429,26.8571428571,11.9428571429
35.0142857143,25.5714285714,76.2857142857,30.4857142857,26.7142857143,1.31428571429
34.0,25.5,77.2857142857,30.1,27.6428571429,8.05714285714
34.2428571429,25.1857142857,75.7142857143,30.1285714286,27.1285714286,1.82857142857
34.5571428571,24.8,74.8571428571,29.9857142857,26.8571428571,1.71428571429
35.5428571429,25.0571428571,71.5714285714,31.0,27.3428571429,2.45714285714
34.0571428571,24.7285714286,75.4285714286,29.7571428571,27.1142857143,15.7428571429
33.4,24.8285714286,77.7142857143,29.3142857143,26.6428571429,0.271428571429
33.8142857143,24.2,76.0,29.0571428571,26.0,10.9
33.6142857143,24.8,79.2857142857,28.9571428571,26.1285714286,10.1857142857
33.6571428571,24.4142857143,77.4285714286,29.0714285714,25.5428571429,6.32857142857
34.1714285714,25.3714285714,78.0,29.7714285714,26.4571428571,8.1
34.5285714286,25.1857142857,80.0,29.1714285714,25.6285714286,7.81428571429
32.6142857143,23.8428571429,77.0,28.4857142857,25.2,4.15714285714
33.6142857143,23.8857142857,77.1428571429,28.6428571429,24.9714285714,6.41428571429
33.9571428571,24.4285714286,77.5714285714,29.0285714286,25.7,10.6142857143
34.5571428571,24.4285714286,72.8571428571,30.1571428571,26.7,0.328571428571
33.8,25.2714285714,81.2857142857,29.0142857143,25.5714285714,9.54285714286
33.3142857143,24.0571428571,79.1428571429,28.2142857143,25.0571428571,4.21428571429
32.7857142857,23.8428571429,77.5714285714,28.4142857143,24.9857142857,5.21428571429
33.4,23.3142857143,73.5714285714,28.8571428571,25.5857142857,2.78571428571
32.8285714286,24.5,82.8571428571,27.8714285714,25.3,19.2857142857
33.4285714286,24.8,81.1428571429,28.6142857143,25.4857142857,1.55714285714
33.7857142857,24.8,78.4285714286,29.2857142857,25.8857142857,1.61428571429
33.5571428571,22.6714285714,67.7142857143,29.5428571429,25.5142857143,0.0
33.5857142857,21.3857142857,65.7142857143,28.6857142857,24.6714285714,0.0
33.6428571429,24.3714285714,76.1428571429,29.2714285714,26.2,0.957142857143
32.3714285714,23.0714285714,74.0,28.4285714286,24.9571428571,1.98571428571
32.0285714286,19.2857142857,61.4285714286,27.6571428571,23.2428571429,0.0
30.1142857143,16.7428571429,59.5714285714,25.4285714286,20.9285714286,0.0
32.2571428571,20.0285714286,65.0,27.5714285714,23.1857142857,3.5
31.8571428571,18.9428571429,66.7142857143,26.0428571429,20.7,0.185714285714
29.4571428571,19.2714285714,69.0,25.6571428571,22.4714285714,0.0
30.6571428571,16.2714285714,60.7142857143,24.8285714286,18.9285714286,0.0
32.9142857143,21.8285714286,75.8571428571,26.9285714286,21.9714285714,0.0
32.8,21.6571428571,72.7142857143,27.4714285714,23.4142857143,4.22857142857
32.8857142857,18.5142857143,63.4285714286,26.6857142857,20.9285714286,0.0
32.7142857143,23.5142857143,77.1428571429,28.0714285714,24.9285714286,0.842857142857
33.4142857143,24.0,78.2857142857,28.3857142857,24.9,1.62857142857
33.4714285714,24.6714285714,77.1428571429,29.3,26.5285714286,0.757142857143
34.5285714286,24.7714285714,75.2857142857,29.8285714286,26.6857142857,0.0
34.3428571429,24.7714285714,74.7142857143,29.9428571429,27.0428571429,0.0
33.8714285714,24.8,78.0,29.1714285714,26.3,10.6142857143
34.0571428571,24.1571428571,73.7142857143,29.5857142857,26.1,4.5
35.0857142857,24.7714285714,72.4285714286,30.6428571429,27.3142857143,7.07142857143
34.8,22.6571428571,68.4285714286,29.7,25.4285714286,0.0714285714286
36.2857142857,25.1857142857,71.4285714286,31.4,27.4571428571,0.757142857143
34.4571428571,24.5,75.1428571429,29.6428571429,26.0714285714,3.47142857143
36.1285714286,26.1571428571,74.0,31.6285714286,28.5857142857,0.0
36.1571428571,26.3285714286,74.1428571429,31.6428571429,28.2714285714,2.95714285714
36.1714285714,25.0428571429,70.4285714286,31.4142857143,27.6571428571,0.0
36.0142857143,24.8714285714,70.1428571429,31.2571428571,27.6428571429,0.857142857143
36.9571428571,24.7857142857,66.7142857143,32.0142857143,27.3,1.5
36.7,25.5714285714,71.8571428571,31.6,26.8,17.7
34.8,25.2857142857,76.7142857143,30.1428571429,26.0142857143,30.5571428571
34.7142857143,24.0571428571,72.8571428571,29.8142857143,26.4857142857,5.9
34.0,24.1285714286,72.0,29.9428571429,26.8142857143,0.0285714285714
35.3428571429,24.6714285714,70.8571428571,30.8142857143,27.2857142857,5.45714285714
34.7428571429,24.7571428571,71.7142857143,30.6285714286,27.1,0.0428571428571
32.7714285714,24.9,77.4285714286,29.3714285714,26.3142857143,10.9714285714
34.5428571429,24.6142857143,75.0,29.8428571429,26.5571428571,10.6285714286
32.7,24.4428571429,83.0,27.8142857143,24.7142857143,9.0
34.4714285714,24.4285714286,72.5714285714,30.0857142857,26.5571428571,0.0857142857143
35.8,24.6142857143,71.8571428571,30.7,26.7857142857,1.5
35.4428571429,23.6857142857,68.0,30.4142857143,27.4428571429,0.0285714285714
34.7857142857,24.3857142857,75.5714285714,29.4571428571,25.9428571429,4.37142857143
35.1714285714,24.4,72.8571428571,30.1571428571,26.2857142857,4.75714285714
31.9428571429,24.5714285714,83.5714285714,27.8142857143,24.9285714286,26.7142857143
33.4142857143,24.9428571429,80.8571428571,28.8714285714,25.7142857143,11.3
34.6428571429,25.0,79.7142857143,29.1285714286,25.5714285714,13.9142857143
31.6285714286,25.2285714286,87.0,27.7285714286,25.4714285714,8.31428571429
32.3857142857,24.4142857143,80.8571428571,28.1428571429,24.8571428571,9.34285714286
33.9857142857,25.0,78.7142857143,29.3428571429,25.9142857143,4.04285714286
34.0428571429,24.1,76.7142857143,28.8857142857,25.4428571429,10.4428571429
33.6,23.9,74.4285714286,29.1714285714,25.5,3.18571428571
33.8571428571,24.4,77.1428571429,29.1,25.9285714286,1.52857142857
33.7714285714,25.1714285714,80.8571428571,29.0142857143,25.8,1.6
34.9428571429,23.3571428571,69.4285714286,29.9142857143,26.2571428571,1.24285714286
34.0714285714,23.1714285714,69.7142857143,29.5571428571,25.8285714286,0.0
33.4,22.6285714286,72.4285714286,28.3142857143,24.3857142857,5.42857142857
34.3142857143,24.0285714286,75.8571428571,29.1,25.2571428571,0.0
31.0714285714,18.6285714286,61.4285714286,26.9142857143,23.3,0.0142857142857
34.0571428571,22.7,71.4285714286,28.7714285714,24.7,0.0
33.8571428571,20.6857142857,67.7142857143,27.6714285714,22.5142857143,0.271428571429
33.0285714286,23.3285714286,77.5714285714,27.9714285714,24.8285714286,3.1
33.9142857143,24.9142857143,78.1428571429,29.2857142857,25.8714285714,12.2428571429
29.0285714286,17.8428571429,69.4285714286,24.0428571429,20.7,0.957142857143
33.2285714286,22.4285714286,72.1428571429,28.3,24.3,0.285714285714
30.3142857143,14.9857142857,57.7142857143,24.4,18.8857142857,0.0
34.0714285714,24.2428571429,77.4285714286,28.8714285714,24.9,0.0
33.5714285714,23.5285714286,74.1428571429,28.8857142857,25.3,0.0
34.1,17.4857142857,57.1428571429,28.3428571429,23.1857142857,0.0
34.7857142857,24.8857142857,76.2857142857,29.8428571429,26.6142857143,0.0
35.0857142857,24.9285714286,74.5714285714,30.2428571429,26.9142857143,0.0
36.0714285714,25.4,74.8571428571,30.6857142857,27.5142857143,0.0
34.8142857143,24.2857142857,72.8571428571,29.8714285714,26.9,0.257142857143
36.4285714286,25.1142857143,72.2857142857,31.1,27.6714285714,0.0
38.0142857143,25.1,68.4285714286,32.1,28.2285714286,0.0
37.4142857143,25.7,70.1428571429,32.1714285714,28.7428571429,0.0
37.4714285714,26.3714285714,72.8571428571,32.3714285714,29.6285714286,0.285714285714
37.0571428571,25.8571428571,72.2857142857,31.6857142857,28.4714285714,4.72857142857
38.0142857143,26.2714285714,69.0,33.0571428571,29.9571428571,0.0
37.1857142857,25.1142857143,70.2857142857,31.3857142857,27.6285714286,6.1
36.7142857143,24.0714285714,65.2857142857,31.6285714286,28.0714285714,0.5
34.5571428571,25.1714285714,74.8571428571,30.5857142857,27.3428571429,11.3285714286
35.6857142857,24.8428571429,70.8571428571,30.8428571429,27.4428571429,0.685714285714
34.7285714286,24.6571428571,74.0,30.3142857143,27.1714285714,19.5142857143
33.5142857143,25.1571428571,81.5714285714,28.7428571429,25.2428571429,14.3857142857
33.5142857143,24.4714285714,75.8571428571,29.3714285714,26.3,7.27142857143
33.6857142857,25.1,79.2857142857,29.1571428571,26.3714285714,5.97142857143
34.0428571429,24.7571428571,77.8571428571,29.4714285714,26.5285714286,2.72857142857
35.2142857143,25.1714285714,75.7142857143,30.0714285714,25.6571428571,13.5571428571
34.2857142857,24.5714285714,75.8571428571,29.4714285714,25.7285714286,4.24285714286
34.2571428571,23.5857142857,69.1428571429,30.0142857143,27.0,2.1
34.4,24.4714285714,77.5714285714,29.1428571429,25.4428571429,13.6285714286
33.9714285714,24.7857142857,74.5714285714,29.9142857143,27.3142857143,2.74285714286
35.1142857143,24.7142857143,74.7142857143,30.1285714286,26.4428571429,21.2428571429
34.1571428571,25.2714285714,78.7142857143,29.3428571429,26.4571428571,13.3857142857
34.2714285714,24.1285714286,74.7142857143,29.5,25.8142857143,8.25714285714
33.5,24.1857142857,77.0,28.8,25.6428571429,9.28571428571
32.6714285714,24.7,84.1428571429,27.9714285714,24.8857142857,40.2571428571
33.5714285714,24.9714285714,81.0,28.7285714286,25.4142857143,5.64285714286
33.4714285714,24.7142857143,81.5714285714,28.3571428571,25.3571428571,11.6142857143
34.2142857143,24.5285714286,79.7142857143,28.7,25.8142857143,14.3428571429
33.2142857143,24.8,79.4285714286,28.9714285714,25.8428571429,7.85714285714
33.5571428571,24.3,79.0,28.6285714286,25.4714285714,12.4
32.3285714286,23.7571428571,78.8571428571,27.6285714286,24.4714285714,6.47142857143
32.9571428571,24.5571428571,82.4285714286,28.2428571429,25.0142857143,16.4428571429
34.5,23.2571428571,69.2857142857,29.7142857143,25.5428571429,0.157142857143
34.0571428571,23.4571428571,74.2857142857,29.3142857143,26.1857142857,3.87142857143
32.6428571429,22.1142857143,67.7142857143,28.1428571429,24.4857142857,0.0
31.6142857143,20.8285714286,67.7142857143,27.5,24.4,0.0
31.6285714286,19.5857142857,63.1428571429,27.3571428571,23.6857142857,0.0
33.5428571429,20.3142857143,63.5714285714,28.6,24.6,0.0
32.5857142857,20.1428571429,61.4285714286,27.8142857143,23.6571428571,0.0
31.6285714286,20.7714285714,65.8571428571,27.8857142857,24.8428571429,0.0
30.7,23.5285714286,81.8571428571,27.1285714286,24.6857142857,5.9
33.3428571429,21.6714285714,65.7142857143,29.1285714286,25.1857142857,0.0285714285714
31.8714285714,18.9428571429,60.7142857143,27.5,23.4857142857,0.0
32.7285714286,19.5857142857,65.5714285714,27.2,22.2,0.0857142857143
34.9714285714,20.1142857143,62.7142857143,28.5285714286,22.9714285714,0.0
32.6,16.9142857143,56.7142857143,26.7857142857,21.1428571429,0.0
34.9142857143,23.6857142857,73.5714285714,29.3285714286,25.1428571429,0.0
35.1285714286,21.5285714286,64.7142857143,29.6,24.9571428571,0.0
34.5428571429,24.1571428571,73.4285714286,29.7142857143,26.4714285714,0.0
35.7285714286,25.1857142857,75.4285714286,30.3571428571,26.8142857143,0.4
36.2428571429,24.7714285714,72.2857142857,30.7857142857,27.0571428571,0.114285714286
34.3428571429,24.4142857143,76.8571428571,29.2714285714,25.6285714286,8.67142857143
34.4285714286,24.5428571429,77.8571428571,29.1,25.6285714286,6.15714285714
35.5285714286,25.8714285714,76.1428571429,30.8,27.2857142857,0.0
36.0142857143,24.8714285714,70.5714285714,31.2285714286,27.6285714286,0.0
37.6571428571,26.1714285714,73.8571428571,31.8428571429,28.1285714286,0.0714285714286
36.4857142857,26.8,77.2857142857,31.4857142857,27.6285714286,8.21428571429
34.2,26.2571428571,83.1428571429,29.6428571429,26.0857142857,9.27142857143
33.4571428571,26.1857142857,84.0,29.3714285714,26.1285714286,21.0714285714
35.0142857143,26.0857142857,80.5714285714,30.0571428571,26.7428571429,22.1142857143
33.6571428571,26.0857142857,82.7142857143,29.5428571429,26.8,17.0571428571
33.9285714286,25.4285714286,79.2857142857,29.5571428571,26.4428571429,3.12857142857
35.1428571429,23.9,68.8571428571,30.6285714286,26.6714285714,2.94285714286
34.7428571429,24.7714285714,77.0,29.6,26.1142857143,7.82857142857
34.2428571429,24.7142857143,75.5714285714,29.7142857143,25.5857142857,6.55714285714
33.6714285714,24.8142857143,80.7142857143,28.7714285714,25.7142857143,7.11428571429
33.0857142857,24.6142857143,78.4285714286,28.9857142857,25.9142857143,8.87142857143
32.3857142857,24.1285714286,76.5714285714,28.8428571429,26.1,4.04285714286
33.6571428571,23.9714285714,73.5714285714,29.3142857143,26.5714285714,4.08571428571
34.6857142857,25.1714285714,74.0,30.5,27.2857142857,0.442857142857
34.5142857143,24.6714285714,75.4285714286,29.8714285714,26.0714285714,11.9285714286
34.1714285714,24.6714285714,75.8571428571,29.6857142857,26.4714285714,8.54285714286
33.8714285714,24.4571428571,75.4285714286,29.5,26.4428571429,16.1142857143
33.7,24.4571428571,77.0,29.1857142857,25.4714285714,4.35714285714
34.6571428571,25.4714285714,76.5714285714,30.2714285714,26.1857142857,7.51428571429
34.8714285714,25.3428571429,77.8571428571,29.8428571429,26.3285714286,5.05714285714
33.6857142857,24.4714285714,78.5714285714,28.8714285714,25.8857142857,11.6142857143
33.7857142857,24.9,79.2857142857,29.1142857143,25.4714285714,6.54285714286
31.3285714286,25.3571428571,89.5714285714,27.3142857143,25.4714285714,16.4428571429
33.6285714286,25.8428571429,86.2857142857,28.5857142857,25.5142857143,23.3714285714
33.6571428571,24.7857142857,82.4285714286,28.3571428571,25.0428571429,13.1285714286
33.5571428571,24.5571428571,80.7142857143,28.5,24.8142857143,5.52857142857
32.7571428571,20.2428571429,62.7142857143,28.2714285714,24.6,0.0
31.0285714286,21.6571428571,71.1428571429,27.5,25.0285714286,1.02857142857
33.6714285714,25.2714285714,82.0,28.8714285714,25.3,0.0857142857143
32.3857142857,23.7142857143,78.4285714286,28.0714285714,25.0857142857,5.0
